Compétition,Nom équipe,Numéro de club,MailClub,Nom de club,Localité club,AdressePostale,Latitude,Longitude,Complément (club),Voie-rue (club),Lieu-dit (club),Code postal (club),Bureau distributeur (club),Libellé catégorie,Sous catégorie
Critérium U13 Départemental 2,Bourges Gazel (U13) 2,501541,501541@lcfoot.fr,GAZELEC S. BOURGES,BOURGES,3 RUE MARCEL PAUL 18000 BOURGES,"47,0652327","2,3914803",,3 RUE MARCEL PAUL,,18000,BOURGES,Libre / U13 - U12,U13 (- 13 ans)
U18 R2,Bourges Gazel 1,501541,501541@lcfoot.fr,GAZELEC S. BOURGES,BOURGES,3 RUE MARCEL PAUL 18000 BOURGES,"47,0652327","2,3914803",,3 RUE MARCEL PAUL,,18000,BOURGES,Libre / U19 - U18,U18 (- 18 ans)
U16 R2,Bourges Gazel 1,501541,501541@lcfoot.fr,GAZELEC S. BOURGES,BOURGES,3 RUE MARCEL PAUL 18000 BOURGES,"47,0652327","2,3914803",,3 RUE MARCEL PAUL,,18000,BOURGES,Libre / U17 - U16,U16 (- 16 ans)
U14 R2,Bourges Gazel 14,501541,501541@lcfoot.fr,GAZELEC S. BOURGES,BOURGES,3 RUE MARCEL PAUL 18000 BOURGES,"47,0652327","2,3914803",,3 RUE MARCEL PAUL,,18000,BOURGES,Libre / U15 - U14,U14 (- 14 ans)
Regional 3,Bourges Gazelec 1,501541,501541@lcfoot.fr,GAZELEC S. BOURGES,BOURGES,3 RUE MARCEL PAUL 18000 BOURGES,"47,0652327","2,3914803",,3 RUE MARCEL PAUL,,18000,BOURGES,Libre / Senior,Senior
U15 R2,Bourges Gazelec 1,501541,501541@lcfoot.fr,GAZELEC S. BOURGES,BOURGES,3 RUE MARCEL PAUL 18000 BOURGES,"47,0652327","2,3914803",,3 RUE MARCEL PAUL,,18000,BOURGES,Libre / U15 - U14,U15 (- 15 ans)
Critérium U11 Niveau 1,Bourges Gazelec 1,501541,501541@lcfoot.fr,GAZELEC S. BOURGES,BOURGES,3 RUE MARCEL PAUL 18000 BOURGES,"47,0652327","2,3914803",,3 RUE MARCEL PAUL,,18000,BOURGES,Libre / Football d'animation,U11 (- 11 ans)
Championnat Vétérans,Bourges Gazelec 1,501541,501541@lcfoot.fr,GAZELEC S. BOURGES,BOURGES,3 RUE MARCEL PAUL 18000 BOURGES,"47,0652327","2,3914803",,3 RUE MARCEL PAUL,,18000,BOURGES,Foot Loisir / Foot Loisir,Foot Loisir
D2 Cd18,Bourges Gazelec 2,501541,501541@lcfoot.fr,GAZELEC S. BOURGES,BOURGES,3 RUE MARCEL PAUL 18000 BOURGES,"47,0652327","2,3914803",,3 RUE MARCEL PAUL,,18000,BOURGES,Libre / Senior,Senior
Critérium U11 Niveau 2,Bourges Gazelec 2,501541,501541@lcfoot.fr,GAZELEC S. BOURGES,BOURGES,3 RUE MARCEL PAUL 18000 BOURGES,"47,0652327","2,3914803",,3 RUE MARCEL PAUL,,18000,BOURGES,Libre / Football d'animation,U11 (- 11 ans)
Championnat Vétérans,Bourges Gazelec 2,501541,501541@lcfoot.fr,GAZELEC S. BOURGES,BOURGES,3 RUE MARCEL PAUL 18000 BOURGES,"47,0652327","2,3914803",,3 RUE MARCEL PAUL,,18000,BOURGES,Foot Loisir / Foot Loisir,Foot Loisir
D3 Gar. Des Stuarts Distinxion,Bourges Gazelec 3,501541,501541@lcfoot.fr,GAZELEC S. BOURGES,BOURGES,3 RUE MARCEL PAUL 18000 BOURGES,"47,0652327","2,3914803",,3 RUE MARCEL PAUL,,18000,BOURGES,Libre / Senior,Senior
Critérium U11 Niveau 3,Bourges Gazelec 3,501541,501541@lcfoot.fr,GAZELEC S. BOURGES,BOURGES,3 RUE MARCEL PAUL 18000 BOURGES,"47,0652327","2,3914803",,3 RUE MARCEL PAUL,,18000,BOURGES,Libre / Football d'animation,U11 (- 11 ans)
Critérium U11 Niveau 3,Bourges Gazelec 4,501541,501541@lcfoot.fr,GAZELEC S. BOURGES,BOURGES,3 RUE MARCEL PAUL 18000 BOURGES,"47,0652327","2,3914803",,3 RUE MARCEL PAUL,,18000,BOURGES,Libre / Football d'animation,U11 (- 11 ans)
Critérium U11 Niveau 3,Bourges Gazelec U13f 5,501541,501541@lcfoot.fr,GAZELEC S. BOURGES,BOURGES,3 RUE MARCEL PAUL 18000 BOURGES,"47,0652327","2,3914803",,3 RUE MARCEL PAUL,,18000,BOURGES,Libre / Football d'animation,U11 (- 11 ans)
D3 Gar. Des Stuarts Distinxion,Brecy Es 1,505260,505260@lcfoot.fr,ET.S. BRECY,BRECY,12 rue de l'ormée 18220 BRECY,"47,1196814","2,6150722",STADE RENE MILLET,12 rue de l'ormée,,18220,BRECY,Libre / Senior,Senior
D4 My Team,Brecy Es 2,505260,505260@lcfoot.fr,ET.S. BRECY,BRECY,12 rue de l'ormée 18220 BRECY,"47,1196814","2,6150722",STADE RENE MILLET,12 rue de l'ormée,,18220,BRECY,Libre / Senior,Senior
D1 Trophée Mutuale,Chapelloise As 1,517324,517324@lcfoot.fr,A.S. CHAPELLOISE,CHAPELLE ST URSIN (LA),34 route de Marmagne 18570 LA CHAPELLE ST URSIN,"47,0712914","2,3207512",Stade de la Chapelle,34 route de Marmagne,,18570,LA CHAPELLE ST URSIN,Libre / Senior,Senior
U18 Départemental 1,Chapelloise As 1,517324,517324@lcfoot.fr,A.S. CHAPELLOISE,CHAPELLE ST URSIN (LA),34 route de Marmagne 18570 LA CHAPELLE ST URSIN,"47,0712914","2,3207512",Stade de la Chapelle,34 route de Marmagne,,18570,LA CHAPELLE ST URSIN,Libre / U19 - U18,U19 (- 19 ans)
U15 Départemental 1,Chapelloise As 1,517324,517324@lcfoot.fr,A.S. CHAPELLOISE,CHAPELLE ST URSIN (LA),34 route de Marmagne 18570 LA CHAPELLE ST URSIN,"47,0712914","2,3207512",Stade de la Chapelle,34 route de Marmagne,,18570,LA CHAPELLE ST URSIN,Libre / U15 - U14,U15 (- 15 ans)
Critérium U13 Départemental 2,Chapelloise As 1,517324,517324@lcfoot.fr,A.S. CHAPELLOISE,CHAPELLE ST URSIN (LA),34 route de Marmagne 18570 LA CHAPELLE ST URSIN,"47,0712914","2,3207512",Stade de la Chapelle,34 route de Marmagne,,18570,LA CHAPELLE ST URSIN,Libre / U13 - U12,U13 (- 13 ans)
Critérium U11 Niveau 2,Chapelloise As 1,517324,517324@lcfoot.fr,A.S. CHAPELLOISE,CHAPELLE ST URSIN (LA),34 route de Marmagne 18570 LA CHAPELLE ST URSIN,"47,0712914","2,3207512",Stade de la Chapelle,34 route de Marmagne,,18570,LA CHAPELLE ST URSIN,Libre / Football d'animation,U11 (- 11 ans)
Championnat Vétérans,Chapelloise As 1,517324,517324@lcfoot.fr,A.S. CHAPELLOISE,CHAPELLE ST URSIN (LA),34 route de Marmagne 18570 LA CHAPELLE ST URSIN,"47,0712914","2,3207512",Stade de la Chapelle,34 route de Marmagne,,18570,LA CHAPELLE ST URSIN,Foot Loisir / Foot Loisir,Foot Loisir
D3 Gar. Des Stuarts Distinxion,Chapelloise As 2,517324,517324@lcfoot.fr,A.S. CHAPELLOISE,CHAPELLE ST URSIN (LA),34 route de Marmagne 18570 LA CHAPELLE ST URSIN,"47,0712914","2,3207512",Stade de la Chapelle,34 route de Marmagne,,18570,LA CHAPELLE ST URSIN,Libre / Senior,Senior
U15 Départemental 2,Chapelloise As 2,517324,517324@lcfoot.fr,A.S. CHAPELLOISE,CHAPELLE ST URSIN (LA),34 route de Marmagne 18570 LA CHAPELLE ST URSIN,"47,0712914","2,3207512",Stade de la Chapelle,34 route de Marmagne,,18570,LA CHAPELLE ST URSIN,Libre / U15 - U14,U15 (- 15 ans)
Critérium U13 Départemental 3,Chapelloise As 2,517324,517324@lcfoot.fr,A.S. CHAPELLOISE,CHAPELLE ST URSIN (LA),34 route de Marmagne 18570 LA CHAPELLE ST URSIN,"47,0712914","2,3207512",Stade de la Chapelle,34 route de Marmagne,,18570,LA CHAPELLE ST URSIN,Libre / U13 - U12,U13 (- 13 ans)
Critérium U11 Niveau 2,Chapelloise As 2,517324,517324@lcfoot.fr,A.S. CHAPELLOISE,CHAPELLE ST URSIN (LA),34 route de Marmagne 18570 LA CHAPELLE ST URSIN,"47,0712914","2,3207512",Stade de la Chapelle,34 route de Marmagne,,18570,LA CHAPELLE ST URSIN,Libre / Football d'animation,U11 (- 11 ans)
D4 My Team,Chapelloise As 3,517324,517324@lcfoot.fr,A.S. CHAPELLOISE,CHAPELLE ST URSIN (LA),34 route de Marmagne 18570 LA CHAPELLE ST URSIN,"47,0712914","2,3207512",Stade de la Chapelle,34 route de Marmagne,,18570,LA CHAPELLE ST URSIN,Libre / Senior,Senior
D2 Cd18,Charenton Du Cher Us 1,526146,526146@lcfoot.fr,U.S. CHARENTON DU CHER,CHARENTON DU CHER,89 Rue nationale 18210 CHARENTON DU CHER,"46,7295209","2,6440142",MAIRIE,89 Rue nationale,,18210,CHARENTON DU CHER,Libre / Senior,Senior
D4 My Team,Charenton Du Cher Us 2,526146,526146@lcfoot.fr,U.S. CHARENTON DU CHER,CHARENTON DU CHER,89 Rue nationale 18210 CHARENTON DU CHER,"46,7295209","2,6440142",MAIRIE,89 Rue nationale,,18210,CHARENTON DU CHER,Libre / Senior,Senior
Seniors Féminines À 8,Charenton/Orval 1,526146,526146@lcfoot.fr,U.S. CHARENTON DU CHER,CHARENTON DU CHER,89 Rue nationale 18210 CHARENTON DU CHER,"46,7295209","2,6440142",MAIRIE,89 Rue nationale,,18210,CHARENTON DU CHER,Libre / Senior F,Senior F
Critérium U11 Niveau 2,Charenton/Orval 1,526146,526146@lcfoot.fr,U.S. CHARENTON DU CHER,CHARENTON DU CHER,89 Rue nationale 18210 CHARENTON DU CHER,"46,7295209","2,6440142",MAIRIE,89 Rue nationale,,18210,CHARENTON DU CHER,Libre / Football d'animation,U11 (- 11 ans)
Critérium U11 Niveau 3,Charenton/Orval 2,526146,526146@lcfoot.fr,U.S. CHARENTON DU CHER,CHARENTON DU CHER,89 Rue nationale 18210 CHARENTON DU CHER,"46,7295209","2,6440142",MAIRIE,89 Rue nationale,,18210,CHARENTON DU CHER,Libre / Football d'animation,U11 (- 11 ans)
D2 Cd18,U.S.3.C 1,504925,504925@lcfoot.fr,U.S. CHATEAUMEILLANT,CHATEAUMEILLANT, 18370 CHATEAUMEILLANT,"46,562103","2,2018749",MAIRIE,,,18370,CHATEAUMEILLANT,Libre / Senior,Senior
Regional 3 Feminin,U.S.3.C 1,504925,504925@lcfoot.fr,U.S. CHATEAUMEILLANT,CHATEAUMEILLANT, 18370 CHATEAUMEILLANT,"46,562103","2,2018749",MAIRIE,,,18370,CHATEAUMEILLANT,Libre / Senior F,Senior F
U15 Foot À 8,U.S.3.C 1,504925,504925@lcfoot.fr,U.S. CHATEAUMEILLANT,CHATEAUMEILLANT, 18370 CHATEAUMEILLANT,"46,562103","2,2018749",MAIRIE,,,18370,CHATEAUMEILLANT,Libre / U15 - U14,U15 (- 15 ans)
Critérium U13 Départemental 3,U.S.3.C 1,504925,504925@lcfoot.fr,U.S. CHATEAUMEILLANT,CHATEAUMEILLANT, 18370 CHATEAUMEILLANT,"46,562103","2,2018749",MAIRIE,,,18370,CHATEAUMEILLANT,Libre / U13 - U12,U13 (- 13 ans)
Critérium U11 Niveau 3,U.S.3.C 1,504925,504925@lcfoot.fr,U.S. CHATEAUMEILLANT,CHATEAUMEILLANT, 18370 CHATEAUMEILLANT,"46,562103","2,2018749",MAIRIE,,,18370,CHATEAUMEILLANT,Libre / Football d'animation,U11 (- 11 ans)
Criterimum Loisir,U.S.3.C 1,504925,504925@lcfoot.fr,U.S. CHATEAUMEILLANT,CHATEAUMEILLANT, 18370 CHATEAUMEILLANT,"46,562103","2,2018749",MAIRIE,,,18370,CHATEAUMEILLANT,Foot Loisir / Foot Loisir,Foot Loisir
D4 My Team,U.S.3.C 2,504925,504925@lcfoot.fr,U.S. CHATEAUMEILLANT,CHATEAUMEILLANT, 18370 CHATEAUMEILLANT,"46,562103","2,2018749",MAIRIE,,,18370,CHATEAUMEILLANT,Libre / Senior,Senior
U15 Foot À 8,Groupement C 2 L 1,549879,549879@lcfoot.fr,GROUPEMENT C 2 L,CHATEAUNEUF SUR CHER,ARNON BOISCHAUT CHER 18190 CHATEAUNEUF SUR CHER,"46,857453","2,317307",SIEGE DE COMMUNAUTE DE COMMUNES,ARNON BOISCHAUT CHER,,18190,CHATEAUNEUF SUR CHER,Libre / U15 - U14,U15 (- 15 ans)
Critérium U13 Départemental 3,Groupement C 2 L 1,549879,549879@lcfoot.fr,GROUPEMENT C 2 L,CHATEAUNEUF SUR CHER,ARNON BOISCHAUT CHER 18190 CHATEAUNEUF SUR CHER,"46,857453","2,317307",SIEGE DE COMMUNAUTE DE COMMUNES,ARNON BOISCHAUT CHER,,18190,CHATEAUNEUF SUR CHER,Libre / U13 - U12,U13 (- 13 ans)
Critérium U11 Niveau 3,Groupement C 2 L 1,549879,549879@lcfoot.fr,GROUPEMENT C 2 L,CHATEAUNEUF SUR CHER,ARNON BOISCHAUT CHER 18190 CHATEAUNEUF SUR CHER,"46,857453","2,317307",SIEGE DE COMMUNAUTE DE COMMUNES,ARNON BOISCHAUT CHER,,18190,CHATEAUNEUF SUR CHER,Libre / Football d'animation,U11 (- 11 ans)
Critérium U11 Niveau 3,Groupement C 2 L 2,549879,549879@lcfoot.fr,GROUPEMENT C 2 L,CHATEAUNEUF SUR CHER,ARNON BOISCHAUT CHER 18190 CHATEAUNEUF SUR CHER,"46,857453","2,317307",SIEGE DE COMMUNAUTE DE COMMUNES,ARNON BOISCHAUT CHER,,18190,CHATEAUNEUF SUR CHER,Libre / Football d'animation,U11 (- 11 ans)
D2 Cd18,Chateauneuf S/ Sc 1,504892,504892@lcfoot.fr,SP.C. CHATEAUNEUF S/CHER,CHATEAUNEUF SUR CHER, 18190 CHATEAUNEUF SUR CHER,"46,857453","2,317307",CAFE DE PARIS ET DES SPORTS,,50 RUE DE LA CHAUSSEE,18190,CHATEAUNEUF SUR CHER,Libre / Senior,Senior
Seniors Féminines À 8,Chateauneuf S/ Sc 1,504892,504892@lcfoot.fr,SP.C. CHATEAUNEUF S/CHER,CHATEAUNEUF SUR CHER, 18190 CHATEAUNEUF SUR CHER,"46,857453","2,317307",CAFE DE PARIS ET DES SPORTS,,50 RUE DE LA CHAUSSEE,18190,CHATEAUNEUF SUR CHER,Libre / Senior F,Senior F
Championnat Vétérans,Chateauneuf S/ Sc 1,504892,504892@lcfoot.fr,SP.C. CHATEAUNEUF S/CHER,CHATEAUNEUF SUR CHER, 18190 CHATEAUNEUF SUR CHER,"46,857453","2,317307",CAFE DE PARIS ET DES SPORTS,,50 RUE DE LA CHAUSSEE,18190,CHATEAUNEUF SUR CHER,Foot Loisir / Foot Loisir,Foot Loisir
D3 Gar. Des Stuarts Distinxion,Chateauneuf S/ Sc 2,504892,504892@lcfoot.fr,SP.C. CHATEAUNEUF S/CHER,CHATEAUNEUF SUR CHER, 18190 CHATEAUNEUF SUR CHER,"46,857453","2,317307",CAFE DE PARIS ET DES SPORTS,,50 RUE DE LA CHAUSSEE,18190,CHATEAUNEUF SUR CHER,Libre / Senior,Senior
D1 Trophée Mutuale,Lury - Mereau Usa 1,529034,529034@lcfoot.fr,U.S.A. LURY S/ ARNON - MEREAU,CHERY,18 route de Vatan 18120 CHERY,"47,1212794","2,0439263",,18 route de Vatan,,18120,CHERY,Libre / Senior,Senior
Critérium U13 Départemental 2,Lury - Mereau Usa 1,529034,529034@lcfoot.fr,U.S.A. LURY S/ ARNON - MEREAU,CHERY,18 route de Vatan 18120 CHERY,"47,1212794","2,0439263",,18 route de Vatan,,18120,CHERY,Libre / U13 - U12,U13 (- 13 ans)
Critérium U11 Niveau 2,Lury - Mereau Usa 1,529034,529034@lcfoot.fr,U.S.A. LURY S/ ARNON - MEREAU,CHERY,18 route de Vatan 18120 CHERY,"47,1212794","2,0439263",,18 route de Vatan,,18120,CHERY,Libre / Football d'animation,U11 (- 11 ans)
D3 Gar. Des Stuarts Distinxion,Lury - Mereau Usa 2,529034,529034@lcfoot.fr,U.S.A. LURY S/ ARNON - MEREAU,CHERY,18 route de Vatan 18120 CHERY,"47,1212794","2,0439263",,18 route de Vatan,,18120,CHERY,Libre / Senior,Senior
Critérium U11 Niveau 3,Lury - Mereau Usa 2,529034,529034@lcfoot.fr,U.S.A. LURY S/ ARNON - MEREAU,CHERY,18 route de Vatan 18120 CHERY,"47,1212794","2,0439263",,18 route de Vatan,,18120,CHERY,Libre / Football d'animation,U11 (- 11 ans)
Championnat Vétérans,Civray Fc 1,542134,542134@lcfoot.fr,F.C. DE CIVRAY,CIVRAY,MAIRIE DE CIVRAY 18290 CIVRAY,"46,9667417","2,1744627",,MAIRIE DE CIVRAY,,18290,CIVRAY,Foot Loisir / Foot Loisir,Foot Loisir
D4 My Team,Colombiers Es 1,537086,537086@lcfoot.fr,ET.S. COLOMBIERS,COLOMBIERS, 18200 COLOMBIERS,"46,700066","2,541513",MAIRIE,,,18200,COLOMBIERS,Libre / Senior,Senior
D3 Gar. Des Stuarts Distinxion,Dun Us 1,504867,504867@lcfoot.fr,U.S. DUN S/AURON,DUN SUR AURON, 18130 DUN SUR AURON,"46,887605","2,572022",MAIRIE,,,18130,DUN SUR AURON,Libre / Senior,Senior
Critérium U13 Départemental 2,Dun Us 1,504867,504867@lcfoot.fr,U.S. DUN S/AURON,DUN SUR AURON, 18130 DUN SUR AURON,"46,887605","2,572022",MAIRIE,,,18130,DUN SUR AURON,Libre / U13 - U12,U13 (- 13 ans)
Critérium U11 Niveau 2,Dun Us 1,504867,504867@lcfoot.fr,U.S. DUN S/AURON,DUN SUR AURON, 18130 DUN SUR AURON,"46,887605","2,572022",MAIRIE,,,18130,DUN SUR AURON,Libre / Football d'animation,U11 (- 11 ans)
Championnat Vétérans,Dun Us 1,504867,504867@lcfoot.fr,U.S. DUN S/AURON,DUN SUR AURON, 18130 DUN SUR AURON,"46,887605","2,572022",MAIRIE,,,18130,DUN SUR AURON,Foot Loisir / Foot Loisir,Foot Loisir
D4 My Team,Dun Us 2,504867,504867@lcfoot.fr,U.S. DUN S/AURON,DUN SUR AURON, 18130 DUN SUR AURON,"46,887605","2,572022",MAIRIE,,,18130,DUN SUR AURON,Libre / Senior,Senior
Critérium U13 Départemental 3,Dun Us 2,504867,504867@lcfoot.fr,U.S. DUN S/AURON,DUN SUR AURON, 18130 DUN SUR AURON,"46,887605","2,572022",MAIRIE,,,18130,DUN SUR AURON,Libre / U13 - U12,U13 (- 13 ans)
Critérium U11 Niveau 2,Dun Us 2,504867,504867@lcfoot.fr,U.S. DUN S/AURON,DUN SUR AURON, 18130 DUN SUR AURON,"46,887605","2,572022",MAIRIE,,,18130,DUN SUR AURON,Libre / Football d'animation,U11 (- 11 ans)
Championnat Vétérans,Foecy Cs 1,504909,504909@lcfoot.fr,C.S. FOECY,FOECY,21 RUE GASTON CORNAVIN 18500 FOECY,"47,1782263","2,1592839",MAIRIE,21 RUE GASTON CORNAVIN,,18500,FOECY,Foot Loisir / Foot Loisir,Foot Loisir
D3 Gar. Des Stuarts Distinxion,Foëcy Cs 1,504909,504909@lcfoot.fr,C.S. FOECY,FOECY,21 RUE GASTON CORNAVIN 18500 FOECY,"47,1782263","2,1592839",MAIRIE,21 RUE GASTON CORNAVIN,,18500,FOECY,Libre / Senior,Senior
D4 My Team,Foëcy Cs 2,504909,504909@lcfoot.fr,C.S. FOECY,FOECY,21 RUE GASTON CORNAVIN 18500 FOECY,"47,1782263","2,1592839",MAIRIE,21 RUE GASTON CORNAVIN,,18500,FOECY,Libre / Senior,Senior
D3 Gar. Des Stuarts Distinxion,Graçay Genouilly S. 1,547570,547570@lcfoot.fr,GRACAY GENOUILLY SP.,GRACAY, 18310 GRACAY,"47,142242","1,846102",MAIRIE,,,18310,GRACAY,Libre / Senior,Senior
D2 Cd18,Guerche Ca 1,505075,505075@lcfoot.fr,C.A. LA GUERCHE S/L'AUBOIS,GUERCHE SUR L AUBOIS (LA),Parc Maurice Fuselier 18150 LA GUERCHE SUR L AUBOIS,"46,9504846","2,944948",Hotel de ville,Parc Maurice Fuselier,,18150,LA GUERCHE SUR L AUBOIS,Libre / Senior,Senior
Seniors Féminines À 8,Guerche Ca 1,505075,505075@lcfoot.fr,C.A. LA GUERCHE S/L'AUBOIS,GUERCHE SUR L AUBOIS (LA),Parc Maurice Fuselier 18150 LA GUERCHE SUR L AUBOIS,"46,9504846","2,944948",Hotel de ville,Parc Maurice Fuselier,,18150,LA GUERCHE SUR L AUBOIS,Libre / Senior F,Senior F
Critérium U11 Niveau 3,Guerche Ca 1,505075,505075@lcfoot.fr,C.A. LA GUERCHE S/L'AUBOIS,GUERCHE SUR L AUBOIS (LA),Parc Maurice Fuselier 18150 LA GUERCHE SUR L AUBOIS,"46,9504846","2,944948",Hotel de ville,Parc Maurice Fuselier,,18150,LA GUERCHE SUR L AUBOIS,Libre / Football d'animation,U11 (- 11 ans)
D4 My Team,Guerche Ca 2,505075,505075@lcfoot.fr,C.A. LA GUERCHE S/L'AUBOIS,GUERCHE SUR L AUBOIS (LA),Parc Maurice Fuselier 18150 LA GUERCHE SUR L AUBOIS,"46,9504846","2,944948",Hotel de ville,Parc Maurice Fuselier,,18150,LA GUERCHE SUR L AUBOIS,Libre / Senior,Senior
U15 Départemental 3,La Guerche/Nerondes 1,505075,505075@lcfoot.fr,C.A. LA GUERCHE S/L'AUBOIS,GUERCHE SUR L AUBOIS (LA),Parc Maurice Fuselier 18150 LA GUERCHE SUR L AUBOIS,"46,9504846","2,944948",Hotel de ville,Parc Maurice Fuselier,,18150,LA GUERCHE SUR L AUBOIS,Libre / U15 - U14,U15 (- 15 ans)
Critérium U13 Départemental 3,La Guerche/Nerondes 1,505075,505075@lcfoot.fr,C.A. LA GUERCHE S/L'AUBOIS,GUERCHE SUR L AUBOIS (LA),Parc Maurice Fuselier 18150 LA GUERCHE SUR L AUBOIS,"46,9504846","2,944948",Hotel de ville,Parc Maurice Fuselier,,18150,LA GUERCHE SUR L AUBOIS,Libre / U13 - U12,U13 (- 13 ans)
Critérium U13 Départemental 3,La Guerche/Nerondes 2,505075,505075@lcfoot.fr,C.A. LA GUERCHE S/L'AUBOIS,GUERCHE SUR L AUBOIS (LA),Parc Maurice Fuselier 18150 LA GUERCHE SUR L AUBOIS,"46,9504846","2,944948",Hotel de ville,Parc Maurice Fuselier,,18150,LA GUERCHE SUR L AUBOIS,Libre / U13 - U12,U13 (- 13 ans)
U18 Départemental 1,Ent. Haut Berry 1,553691,553691@lcfoot.fr,U.S. HENRICHEMONT MENETOU SALON,HENRICHEMONT,MAIRIE 18250 HENRICHEMONT,"47,3036884","2,5243972",,MAIRIE,,18250,HENRICHEMONT,Libre / U19 - U18,U19 (- 19 ans)
D3 Gar. Des Stuarts Distinxion,Henri. Menet/Parassy 2,553691,553691@lcfoot.fr,U.S. HENRICHEMONT MENETOU SALON,HENRICHEMONT,MAIRIE 18250 HENRICHEMONT,"47,3036884","2,5243972",,MAIRIE,,18250,HENRICHEMONT,Libre / Senior,Senior
Championnat Vétérans,Henri. Menet/Parassy 2,553691,553691@lcfoot.fr,U.S. HENRICHEMONT MENETOU SALON,HENRICHEMONT,MAIRIE 18250 HENRICHEMONT,"47,3036884","2,5243972",,MAIRIE,,18250,HENRICHEMONT,Foot Loisir / Foot Loisir,Foot Loisir
Regional 3,Henrich Menetou Us 1,553691,553691@lcfoot.fr,U.S. HENRICHEMONT MENETOU SALON,HENRICHEMONT,MAIRIE 18250 HENRICHEMONT,"47,3036884","2,5243972",,MAIRIE,,18250,HENRICHEMONT,Libre / Senior,Senior
Critérium U13 Départemental 2,Henrich Menetou Us 1,553691,553691@lcfoot.fr,U.S. HENRICHEMONT MENETOU SALON,HENRICHEMONT,MAIRIE 18250 HENRICHEMONT,"47,3036884","2,5243972",,MAIRIE,,18250,HENRICHEMONT,Libre / U13 - U12,U13 (- 13 ans)
Critérium U11 Niveau 3,Henrich Menetou Us 1,553691,553691@lcfoot.fr,U.S. HENRICHEMONT MENETOU SALON,HENRICHEMONT,MAIRIE 18250 HENRICHEMONT,"47,3036884","2,5243972",,MAIRIE,,18250,HENRICHEMONT,Libre / Football d'animation,U11 (- 11 ans)
Championnat Vétérans,Henrich Menetou Us 1,553691,553691@lcfoot.fr,U.S. HENRICHEMONT MENETOU SALON,HENRICHEMONT,MAIRIE 18250 HENRICHEMONT,"47,3036884","2,5243972",,MAIRIE,,18250,HENRICHEMONT,Foot Loisir / Foot Loisir,Foot Loisir
Critérium U13 Départemental 3,Henrich Menetou Us 2,553691,553691@lcfoot.fr,U.S. HENRICHEMONT MENETOU SALON,HENRICHEMONT,MAIRIE 18250 HENRICHEMONT,"47,3036884","2,5243972",,MAIRIE,,18250,HENRICHEMONT,Libre / U13 - U12,U13 (- 13 ans)
Critérium U11 Niveau 3,Henrich Menetou Us 2,553691,553691@lcfoot.fr,U.S. HENRICHEMONT MENETOU SALON,HENRICHEMONT,MAIRIE 18250 HENRICHEMONT,"47,3036884","2,5243972",,MAIRIE,,18250,HENRICHEMONT,Libre / Football d'animation,U11 (- 11 ans)
D3 Gar. Des Stuarts Distinxion,Herry Us 1,523934,523934@lcfoot.fr,U.S. HERRY,HERRY, 18140 HERRY,"47,215668","2,951815",MAIRIE,,,18140,HERRY,Libre / Senior,Senior
D4 My Team,Ids St Roch Fr 1,553759,553759@lcfoot.fr,FOY. RUR. IDS ST.ROCH,IDS ST ROCH,LE BOURG 18170 IDS ST ROCH,"46,7076628","2,2388205",MAIRIE,LE BOURG,,18170,IDS ST ROCH,Libre / Senior,Senior
Seniors Féminines À 8,Ids St Roch Fr 1,553759,553759@lcfoot.fr,FOY. RUR. IDS ST.ROCH,IDS ST ROCH,LE BOURG 18170 IDS ST ROCH,"46,7076628","2,2388205",MAIRIE,LE BOURG,,18170,IDS ST ROCH,Libre / Senior F,Senior F
D4 My Team,Jars Fc 1,529038,529038@lcfoot.fr,F.C. JARS,JARS, 18260 JARS,"47,396747","2,684072",MAIRIE,,,18260,JARS,Libre / Senior,Senior
D3 Gar. Des Stuarts Distinxion,Lere Als 1,524269,524269@lcfoot.fr,AM. LEREENNE SP.L. LERE,LERE, 18240 LERE,"47,471202","2,872511",MAIRIE,,,18240,LERE,Libre / Senior,Senior
Critérium U13 Départemental 2,Aix Rians/Brecy 1,548848,548848@lcfoot.fr,U.S. LES AIX RIANS,LES AIX D ANGILLON, 18220 LES AIX D ANGILLON,"47,197817","2,571073",MAIRIE,,,18220,LES AIX D ANGILLON,Libre / U13 - U12,U13 (- 13 ans)
Critérium U11 Niveau 3,Aix Rians/Brecy 1,548848,548848@lcfoot.fr,U.S. LES AIX RIANS,LES AIX D ANGILLON, 18220 LES AIX D ANGILLON,"47,197817","2,571073",MAIRIE,,,18220,LES AIX D ANGILLON,Libre / Football d'animation,U11 (- 11 ans)
Critérium U13 Départemental 3,Aix Rians/Brecy 2,548848,548848@lcfoot.fr,U.S. LES AIX RIANS,LES AIX D ANGILLON, 18220 LES AIX D ANGILLON,"47,197817","2,571073",MAIRIE,,,18220,LES AIX D ANGILLON,Libre / U13 - U12,U13 (- 13 ans)
D2 Cd18,Les Aix Rians Us 1,548848,548848@lcfoot.fr,U.S. LES AIX RIANS,LES AIX D ANGILLON, 18220 LES AIX D ANGILLON,"47,197817","2,571073",MAIRIE,,,18220,LES AIX D ANGILLON,Libre / Senior,Senior
